T_degC,Salnty,O2ml_L
14.95,33.654,
6.21,34.3,0.37
6.12,34.084,1.3
7.81,34.194,1.34
15.07,33.461,5.84
9.87,33.757,3.34
14.8,33.101,5.95
8.371,34.0238,2.081
17.5,33.173,5.79
14.88,33.291,5.5
8.46,34.43,0.66
14.35,33.239000000000004,6.48
9.46,33.68,4.34
11.69,33.89,2.19
8.8,34.094,1.82
16.9,31.8,5.76
11.81,33.468,4.46
8.62,34.37,0.65
7.34,34.46,
13.104,33.545,5.306
7.86,34.14,1.13
4.07,34.49,0.57
6.33,34.28,
8.54,34.168,1.83
13.15,33.639,4.54
10.4,32.97,6.07
8.59,34.21,1.28
16.09,33.457,5.93
10.07,33.71,
8.41,33.667,3.66
9.62,33.961,2.66
11.94,34.86,1.09
11.55,33.5361,5.024
16.72,34.001,5.46
13.91,33.029,6.01
4.36,34.445,
11.1,33.355,
9.43,34.42,0.78
10.84,33.39,
12.06,33.29,4.89
18.83,33.958,5.64
9.86,33.889,2.84
8.599,33.8577,3.158
7.28,34.2,0.95
9.19,34.147,1.72
14.61,33.59,
3.32,34.49,0.9
3.9,,0.54
13.7,33.58,
5.92,34.121,0.89
6.32,34.29,
13.199000000000002,33.525,
13.2,32.72,5.02
17.68,33.42,5.52
20.17,34.37,5.58
6.37,34.23,0.65
15.82,33.242,5.75
4.66,34.349000000000004,
5.86,34.349000000000004,0.43
19.56,33.664,5.61
6.36,34.117,
5.64,34.32,
9.01,33.907,2.9
12.71,33.074,6.22
8.6,,0.97
19.1,33.535,5.63
19.25,34.429,3.37
20.38,33.376,5.29
15.46,33.653,5.65
7.16,34.084,1.61
4.19,34.55,
8.71,33.922,2.4
6.312,34.1563,0.718
15.91,33.649,5.54
10.59,33.881,2.54
14.53,33.225,5.9
10.98,32.9,5.87
14.01,33.46,
8.99,33.63,4.13
8.89,34.015,2.61
9.6,34.298,1.17
7.36,34.248000000000005,0.69
8.611,33.8938,3.302
5.47,34.241,0.44
7.04,34.358000000000004,0.23
5.58,34.29,0.36
2.96,34.556,0.88
10.4,33.159,
12.82,33.44,
6.107,34.2955,0.368
5.63,34.373000000000005,0.26
14.25,33.52,
6.09,34.302,0.35
6.51,34.257,0.52
10.43,34.67,0.15
9.27,33.81,
3.95,34.44,0.54
3.54,34.464,0.67
13.13,33.486999999999995,5.45
7.39,33.945,2.83
14.45,33.499,5.43
4.0,34.47,0.58
15.55,33.538000000000004,5.79
15.42,33.51,5.66
5.03,34.36,0.32
6.25,34.162,0.89
10.23,34.51,
7.94,34.152,
8.0,34.14,2.88
12.5,34.611,
16.2,34.1,5.43
8.365,34.0306,1.784
7.972,34.0443,1.995
8.93,33.98,2.56
6.2,34.15,0.64
6.77,34.135,0.99
11.36,33.69,3.22
8.56,33.91,
8.54,34.147,1.78
9.7,33.67,3.24
13.5,33.51,5.94
6.78,34.251999999999995,0.63
16.38,33.546,
7.56,33.96,2.58
12.06,33.43,4.97
11.33,33.638000000000005,4.61
14.87,33.58,6.36
13.51,33.795,5.23
6.98,34.03,2.35
16.7,33.315,5.707000000000001
7.153,34.2818,0.523
14.79,33.41,
6.7,34.266,0.84
8.78,33.977,2.55
7.57,34.035,2.39
17.71,33.4369,
12.03,32.908,
5.38,34.167,0.58
11.25,,
3.69,34.385,0.49
12.58,33.335,5.24
11.64,33.507,4.75
5.36,34.44,0.3
11.68,33.132,5.2
18.29,33.367,5.63
12.64,33.299,5.55
5.66,34.227,0.45
9.33,34.094,1.86
10.05,33.71,
10.23,33.494,4.42
16.37,33.83,
9.03,33.887,3.21
8.43,34.056,2.3
9.2,34.046,2.75
10.75,32.74,5.64
8.94,33.839,3.95
7.57,34.091,
12.663,33.2618,5.5920000000000005
13.35,33.507,5.28
12.87,33.256,5.57
10.04,34.61,0.25
3.17,34.394,0.44
12.48,33.42,4.99
14.75,33.41,6.42
20.9,33.53,5.45
6.46,34.04,1.77
11.87,33.554,4.58
10.04,,5.42
5.61,34.336,0.31
16.64,33.771,5.53
15.16,33.44,6.17
9.75,33.736,3.44
5.06,,0.34
9.91,33.207,5.05
21.3,,
13.28,34.34,1.45
5.97,34.23,
14.92,33.35,
10.05,33.963,2.88
12.271,33.233000000000004,4.784
7.71,34.35,
5.28,34.218,0.61
12.347,33.3869,5.962000000000001
18.07,33.404,5.57
13.97,33.06,
6.11,34.309,0.32
12.96,32.98,5.92
7.74,33.96,
7.49,34.26,0.82
10.24,33.757,3.24
6.32,34.5,
13.49,33.845,5.3
21.38,33.74,5.24
17.7,33.7,5.76
6.6,34.16,
10.57,33.53,4.63
11.41,33.513000000000005,4.66
9.97,34.462,0.5
16.15,33.417,5.91
14.53,33.46,5.83
18.31,33.89,4.42
8.63,34.17,1.77
10.4,34.552,0.37
8.26,33.98,
16.02,33.741,5.65
15.23,33.66,5.57
10.6,33.658,3.76
9.108,33.8022,3.042
22.64,34.55,4.82
17.39,33.658,5.75
10.24,33.743,
8.29,34.261,1.06
10.28,33.64,
11.6,32.929,6.54
3.58,34.56,0.82
9.31,33.186,4.91
13.615,33.3659,4.784
7.52,34.113,1.6
6.72,33.95,
13.83,33.58,4.44
19.59,33.581,5.53
6.96,34.038000000000004,1.86
15.34,33.505,
8.28,34.51,
10.96,34.0,
5.5520000000000005,34.2088,0.423
4.38,34.456,0.54
7.6,34.22,1.24
8.64,33.832,3.1
9.38,33.765,3.4
12.16,33.274,5.06
9.61,34.158,1.73
8.68,,
6.38,34.42,0.53
4.18,34.496,0.55
11.75,33.49,
8.74,33.994,2.37
15.8,33.337,5.87
9.35,34.212,1.96
22.08,34.131,4.86
9.85,33.77,3.88
8.06,33.98,2.86
10.08,34.517,0.49
8.96,34.07,2.22
9.16,33.843,3.12
7.65,34.244,0.99
12.66,33.96,2.57
9.78,33.68,4.22
14.26,33.36,5.84
13.92,33.645,6.01
11.43,33.69,3.79
4.11,34.55,0.5
9.22,34.045,2.19
17.13,33.905,5.76
9.35,34.411,0.8
14.56,33.412,6.09
7.867000000000001,34.0357,2.037
9.17,33.935,2.65
11.91,33.501,4.43
15.26,33.181999999999995,
12.99,33.04,5.42
5.66,34.241,0.4
8.73,34.118,1.95
10.2,34.068000000000005,1.85
8.72,34.012,2.81
14.86,33.265,5.62
5.77,34.257,0.81
4.69,34.43,
10.57,33.637,3.52
17.11,33.484,5.75
13.04,33.243,6.09
18.6,33.482,5.52
14.08,33.361,5.99
9.41,34.501,0.47
11.44,33.831,
9.98,33.571,
3.28,34.51,
3.77,34.478,
9.71,32.79,6.21
7.449,34.2547,0.737
16.52,33.73,5.43
11.83,33.43,
5.94,34.12,
13.0,33.51,5.91
7.52,34.044000000000004,2.18
11.486,33.5476,3.877
4.06,34.43,
8.133,34.0687,1.622
16.21,33.14,5.58
15.7,33.5,5.58
15.94,33.173,5.79
12.03,33.48,
13.62,32.625,
11.26,33.346,5.52
12.86,34.48,0.74
14.47,33.407,5.97
8.21,34.58,
12.54,33.384,5.76
7.0,34.27,0.7
8.09,34.356,0.54
7.36,33.98,
16.12,33.641,5.66
7.74,,2.86
5.49,34.015,1.52
16.8,33.844,5.64
6.91,34.227,0.76
16.66,33.95,5.29
13.28,33.263000000000005,5.86
6.54,33.96,1.87
8.93,33.924,1.94
11.92,34.372,1.28
12.58,32.928000000000004,6.22
6.2,,1.04
12.2,34.62,0.34
12.32,33.654,4.15
16.08,33.77,5.7
25.23,34.43,
21.19,34.004,5.32
9.0,34.435,0.44
11.425999999999998,33.7639,4.811
9.51,33.498000000000005,3.88
7.33,34.03,2.42
6.95,34.251,0.67
13.43,33.2,5.18
12.91,32.844,6.43
15.19,33.41,5.84
9.72,34.51,
19.18,33.54,5.51
18.71,33.63,6.0
8.01,33.597,3.38
9.21,34.246,1.53
7.14,34.01,2.59
8.76,34.236,1.19
8.62,33.87,3.46
6.57,34.178000000000004,0.77
8.63,34.164,1.79
8.8,33.953,3.38
9.32,33.887,2.67
14.19,33.49,5.74
5.77,,0.86
7.6,34.159,1.49
4.18,34.471,0.57
6.37,34.019,1.95
6.69,34.272,0.58
5.66,34.315,0.35
7.215,34.2115,0.755
19.49,34.105,5.34
12.88,33.47,
13.58,,4.18
8.38,33.91,
10.38,32.99,5.53
11.52,,4.54
13.5,33.164,5.93
11.71,33.147,5.63
16.48,33.86,5.15
5.5,34.216,0.49
13.64,33.353,
10.07,33.894,3.02
4.52,34.468,0.58
9.33,33.957,2.59
9.38,33.941,3.03
9.38,33.308,4.75
6.84,34.029,2.36
14.81,33.245,6.02
9.89,33.06,5.04
9.64,33.94,
10.18,33.71,
10.72,32.71,
14.99,33.264,6.04
9.22,33.823,
12.079,33.6281,4.632
11.89,33.008,6.18
16.91,32.784,5.89
6.53,34.09,
4.41,34.437,
6.23,34.262,0.77
1.78,34.67,2.32
8.22,33.995,2.36
8.649,33.8059,3.669
11.77,32.47,
5.12,34.412,0.52
6.47,34.31,0.46
8.42,34.16,
15.46,33.35,5.78
17.47,33.67,
5.3,34.134,0.79
18.25,33.95,5.22
11.64,33.154,5.02
7.96,34.17,
15.62,33.474000000000004,6.01
6.2,34.27,0.41
7.51,34.16,1.26
11.459,33.54,3.72
8.25,34.044000000000004,1.97
14.76,33.606,5.91
9.04,33.71,3.9
17.17,33.584,5.64
10.61,,4.58
17.12,33.011,5.6
4.8,34.499,0.26
12.3,33.507,5.31
8.77,33.977,2.82
7.46,,2.84
13.44,33.39,5.74
5.78,34.354,0.5
9.92,33.633,4.46
12.84,33.229,6.35
9.37,34.001999999999995,2.83
11.48,33.9,2.64
12.07,34.491,
6.66,34.117,1.4
9.67,33.63,
15.66,33.351,5.88
8.26,34.197,1.5
10.96,33.594,4.15
18.85,33.247,5.46
9.66,33.68,
12.48,32.717,6.37
5.62,34.046,1.35
3.64,34.45,0.44
5.56,34.308,0.34
9.09,34.077,2.26
15.95,35.05,2.64
8.95,34.102,1.91
9.97,33.78,
9.35,33.861999999999995,3.55
9.01,34.113,2.19
13.12,33.247,5.67
14.265999999999998,33.4041,5.705
12.96,33.466,4.67
7.83,34.233000000000004,1.06
13.51,32.607,6.27
5.7,34.33,
18.42,33.738,5.62
9.1,33.764,3.58
10.931,33.7945,2.704
6.99,34.078,1.7
14.2,33.59,
7.71,34.06,1.64
10.23,33.647,3.93
8.42,33.917,1.92
11.5,33.645,3.81
18.52,34.07,5.43
8.36,34.126999999999995,2.04
13.28,34.44,0.73
15.19,33.364000000000004,6.58
14.86,33.398,6.0
8.81,33.958,2.77
12.77,33.276,5.84
15.24,33.54,5.84
10.26,33.768,4.36
7.56,34.058,1.93
16.56,33.78,4.94
15.5,33.62,6.0
13.81,33.078,5.97
12.99,33.019,5.69
8.46,34.18,1.75
14.41,33.572,5.0
16.45,,4.83
9.664,33.8183,2.834
9.117,33.9174,2.35
16.73,33.664,
14.21,33.28,
6.88,34.275,0.68
5.601,34.2087,0.44
13.17,33.436,5.82
11.82,33.503,4.61
4.56,34.279,0.58
15.42,33.42,5.14
19.93,33.686,5.56
13.08,33.366,6.03
15.12,33.55,5.94
8.16,34.24,1.26
10.02,33.538000000000004,4.04
16.95,33.516,5.66
8.74,34.0,1.67
14.54,33.617,6.8
7.22,34.438,0.25
14.21,33.53,
9.0,33.47,
7.96,34.035,2.0
7.53,34.03,2.67
10.8,33.44,4.75
15.18,33.158,5.92
8.95,33.73,
15.82,33.689,6.04
8.63,34.003,2.84
12.84,33.552,5.97
4.21,34.438,
4.03,34.469,0.63
7.28,34.23,0.91
9.74,33.387,4.07
6.44,34.251999999999995,0.59
10.49,,0.89
11.17,33.445,5.21
4.38,34.499,0.48
5.88,34.064,1.29
11.92,34.9,1.2
7.24,34.192,1.14
9.66,33.849000000000004,3.15
16.63,33.521,6.08
16.88,33.34,6.05
7.43,34.463,
15.8,33.35,5.55
6.68,34.37,0.35
5.16,34.22,0.51
13.22,33.229,5.76
10.86,34.008,
9.08,34.006,2.4
10.2,33.426,4.91
8.5,33.997,2.69
9.93,34.548,
19.39,35.24,2.7
7.18,34.01,2.23
18.3,33.246,5.46
5.78,34.255,0.45
7.24,33.415,1.7
9.26,34.089,1.92
9.0,34.353,0.92
6.28,34.045,1.34
13.19,33.214,5.89
10.88,34.53,
15.413,33.4987,5.669
11.78,33.329,4.68
9.28,33.45,3.83
16.42,33.215,5.7
7.67,34.0355,2.043
8.43,34.425,
16.38,33.68,5.45
8.19,33.986999999999995,3.59
6.154,34.1234,0.7879999999999999
9.6,33.17,4.84
13.02,33.23,5.78
3.78,34.11,
4.33,34.446,0.46
6.93,34.0,
13.65,33.2983,5.977
15.85,33.44,5.02
13.899,33.3789,
13.74,33.73,
12.59,33.679,4.8
11.83,33.42,5.65
10.01,33.776,3.43
14.2,33.18,5.88
20.03,33.552,
6.76,34.169000000000004,0.4
9.42,34.17,
5.87,34.093,1.12
3.36,34.58,
16.02,33.575,
7.76,34.24,0.87
6.58,34.57,0.12
10.29,34.13,2.23
11.166,33.5924,5.818
6.92,34.23,0.86
9.89,33.745,3.9
14.442,33.4196,5.075
12.06,33.32,5.9
8.76,34.308,1.29
13.33,33.442,6.1
12.79,34.247,
10.07,33.194,4.91
10.4,34.55,
7.21,34.202,0.91
10.44,33.64,4.08
13.6,35.012,2.92
9.08,33.791,3.17
15.63,33.501,6.86
9.98,33.553000000000004,4.99
9.54,34.275,1.7
19.17,33.42,5.44
14.05,33.021,6.22
8.2,34.109,1.95
15.57,,5.2
12.89,33.62,4.58
12.78,33.75,3.95
7.55,34.051,2.31
5.63,34.338,0.51
14.21,33.556999999999995,5.15
6.65,34.076,1.46
14.06,33.324,5.99
11.83,33.248000000000005,5.62
8.86,33.86,
4.96,34.206,0.46
16.7,33.718,
17.4,33.75,5.21
5.84,34.346,0.31
9.06,33.995,2.7
13.83,32.83,5.21
11.86,33.98,2.48
8.88,33.774,
12.97,33.268,4.99
7.59,34.39,0.49
6.515,34.1199,0.923
8.28,34.023,2.83
3.63,34.437,0.47
9.04,33.962,2.83
9.86,33.5,3.94
4.55,,0.5
11.27,32.83,6.02
7.67,34.05,2.14
7.27,34.05,2.0
15.35,33.473,5.96
8.01,34.058,2.05
12.14,33.37,
6.44,34.23,0.59
16.62,33.725,5.37
17.51,33.35,5.41
14.46,33.186,5.97
5.56,34.27,0.6
18.6,33.16,5.45
8.45,34.11,
10.27,33.736,3.65
12.07,33.1,5.62
7.72,34.053000000000004,2.31
18.04,33.998000000000005,5.48
15.8,35.17,3.53
15.52,33.345,6.08
17.1,33.767,5.74
16.51,33.3,5.77
11.42,33.697,3.55
5.51,34.43,0.35
10.85,33.484,4.1
9.79,33.724000000000004,3.74
11.09,32.908,5.72
19.26,33.464,6.16
17.81,33.287,5.6
16.28,33.747,
16.44,34.84,2.29
6.26,34.126999999999995,0.98
4.52,33.93,
12.3,34.68,0.29
6.78,34.23,
4.96,34.25,0.57
8.97,33.851,3.15
8.56,33.94,3.0
17.61,33.946,5.33
9.41,33.826,3.2
10.23,34.149,1.64
15.46,33.404,5.355
14.56,33.217,5.89
8.221,34.0887,1.873
12.5,33.027,
10.94,33.43,5.0
9.75,34.118,2.25
14.97,33.58,6.2
15.89,33.42,6.04
8.302,34.1969,1.117
20.6,34.73,5.17
18.24,33.736,5.28
4.66,34.569,0.4
7.74,33.55,6.4
4.61,34.475,0.36
7.42,34.009,2.77
8.78,33.828,3.46
6.7,34.226,0.83
7.95,33.949,3.1
16.42,33.272,5.74
11.13,33.438,4.8
13.69,33.56,
8.09,34.152,1.36
14.92,33.325,5.79
15.1,33.791,4.45
11.8,33.861999999999995,3.48
1.69,34.621,2.4
4.1,34.4,0.35
4.64,34.43,
11.15,33.857,2.79
4.64,34.143,0.66
14.33,33.34,
12.66,33.534,5.95
16.063,33.3377,5.697
9.9,34.44,0.78
12.01,33.896,3.84
17.38,33.66,5.53
17.83,33.346,5.59
13.53,33.568000000000005,5.4
16.5,33.498000000000005,5.75
3.97,34.421,0.52
13.46,33.65,
7.7,34.552,0.1
13.85,33.242,5.78
8.63,33.855,2.86
7.05,34.04,
16.07,33.442,5.68
11.15,33.62,4.49
17.78,33.75,5.24
14.89,35.28,2.7
16.19,33.3,6.06
27.68,35.197,4.56
8.823,33.9438,3.135
14.15,33.51,5.51
12.24,33.284,5.55
10.23,33.718,3.43
4.84,34.392,0.38
11.57,,
8.12,34.245,1.15
17.91,33.86,5.61
14.53,33.224000000000004,5.93
5.56,34.215,
14.98,33.583,5.94
11.74,33.51,
5.72,34.258,0.39
8.83,33.811,3.5
15.54,33.588,5.32
6.36,34.191,0.73
5.48,34.355,0.31
9.92,33.727,3.82
5.52,34.16,0.53
5.97,34.097,1.16
5.92,34.302,0.62
15.36,33.51,5.51
9.72,34.513000000000005,1.0
13.25,32.851,6.12
15.19,33.65,
15.66,33.348,5.65
8.05,33.91,2.77
8.85,33.738,3.59
13.86,33.25,6.86
10.14,33.87,3.3
8.1,34.275,0.87
8.17,34.188,1.49
4.14,34.452,0.43
14.25,33.01,6.04
7.7,34.199,
7.74,34.267,0.79
7.96,33.922,
7.47,34.196,1.34
7.34,34.63,0.13
10.55,33.738,3.27
17.71,33.773,5.49
11.85,33.604,4.28
17.98,33.218,5.45
9.68,33.577,3.82
8.16,34.372,0.35
9.48,34.3421,0.8490000000000001
19.53,33.677,5.59
10.5,33.329,4.5
7.94,34.005,2.82
9.83,34.498000000000005,0.55
9.0,33.53,4.25
10.21,33.653,3.21
7.6,34.549,0.15
7.9,34.15,1.43
9.17,34.18,1.66
9.12,34.013000000000005,2.67
14.03,33.556999999999995,5.07
9.11,34.0,
10.65,33.787,3.03
7.55,34.248000000000005,0.93
11.18,33.231,
7.02,34.04,1.9
12.68,32.84,5.89
6.48,34.31,0.1
15.28,33.542,5.62
8.69,34.189,1.65
12.38,33.513000000000005,5.41
9.32,33.859,4.5
19.68,33.751999999999995,5.39
7.74,34.199,0.94
5.76,34.22,0.68
14.603,33.2107,5.84
7.76,33.993,3.04
12.37,33.527,4.72
14.64,33.844,5.31
15.67,34.887,0.8
8.52,,
10.3,33.655,4.1
11.47,33.56,
7.01,34.0,2.6
10.81,33.95,
4.77,,0.49
5.12,,0.51
8.25,33.96,4.11
6.43,34.15,0.86
8.41,34.01,2.39
8.69,33.946,
15.52,33.147,5.88
17.29,33.978,5.56
10.51,33.99,
10.4,34.692,0.13
19.72,33.69,5.43
8.17,34.498000000000005,0.37
8.29,33.977,3.4
8.73,34.212,1.37
9.24,33.746,3.19
14.12,33.6,
9.45,34.069,2.18
8.374,34.1037,1.73
12.11,33.35,
10.99,33.56,
12.8,33.55,5.81
12.03,33.783,3.53
9.0,,4.78
11.43,33.52,4.28
10.26,33.849000000000004,2.66
6.54,34.301,0.48
8.3,33.874,3.27
15.35,33.959,5.48
6.36,34.16,1.18
10.16,33.71,3.97
15.3,33.5384,6.027
15.36,33.44,5.51
6.58,34.14,
9.46,33.85,3.39
14.584,32.9004,6.026
7.89,33.969,3.0
13.93,33.18,6.0
12.875,33.3204,4.5760000000000005
8.21,34.047,2.19
13.97,33.467,5.94
3.91,34.42,
5.42,34.147,0.7
16.81,33.734,5.38
4.24,34.421,0.53
6.64,,1.04
8.43,34.047,1.43
7.7,34.23,1.16
5.52,34.464,0.25
6.02,34.263000000000005,0.46
10.03,33.537,3.99
5.16,34.241,0.47
9.05,33.92,
4.64,34.33,
6.14,34.15,0.69
14.08,33.241,5.89
12.24,33.438,5.21
12.07,33.643,5.91
17.26,33.533,5.35
11.8,33.116,
9.5,33.826,3.32
12.38,33.275,5.2
11.04,33.04,5.86
9.26,33.845,3.66
5.88,34.286,0.43
17.24,33.856,
11.663,33.4961,4.482
13.25,33.797,5.29
14.78,34.4,1.86
5.96,34.28,
6.04,34.232,0.5
7.05,34.04,1.78
7.317,34.1426,1.17
8.31,33.972,2.92
17.706,33.0096,5.5
13.43,33.231,6.01
9.82,33.687,4.27
10.52,33.696,3.69
13.75,33.188,6.01
14.78,33.222,6.02
8.35,33.997,3.85
9.45,33.98,
13.37,33.213,5.74
7.84,34.152,1.41
5.9,34.272,0.45
13.76,33.286,5.51
11.08,34.64,0.32
9.69,33.576,4.06
8.61,33.985,3.21
4.17,34.571,
7.98,34.11,
5.81,34.102,0.98
10.2,33.544000000000004,3.55
14.69,32.922,5.98
5.06,34.253,0.42
13.48,33.283,5.69
11.76,33.306,5.35
4.24,34.479,0.52
8.53,34.218,1.5
14.3,33.75,4.9
12.45,33.33,
5.73,34.38,
12.82,34.74,0.26
11.9,33.197,
6.57,34.1,
8.53,,1.27
14.91,33.531,5.97
7.42,34.095,1.8
10.77,33.348,4.73
10.79,33.833,2.84
14.26,32.952,6.21
5.9,34.278,0.43
11.6,33.565,4.3
8.98,34.24,1.56
17.22,33.58,
14.302,33.6444,5.742000000000001
15.97,33.63,5.89
9.52,33.83,
10.71,33.488,4.17
9.45,33.804,2.86
6.62,34.044000000000004,1.81
5.75,34.25,
7.18,34.052,
5.38,34.142,0.77
15.35,33.48,5.05
15.31,33.202,6.07
8.23,33.943000000000005,3.16
13.57,33.33,6.45
8.79,33.481,4.22
13.77,33.144,6.09
11.18,34.414,1.14
8.49,33.984,2.63
7.9,34.051,
12.02,33.5,
9.41,33.924,2.85
6.29,34.3,0.47
8.89,34.43,0.75
17.43,32.64,5.66
13.27,33.544000000000004,
11.96,33.43,
16.42,33.38,
7.41,34.246,0.74
8.96,33.878,
15.63,33.273,5.9
16.42,33.25,5.78
8.07,33.51,4.29
20.8,34.29,5.3
5.69,34.239000000000004,0.46
5.76,34.323,
17.15,33.963,5.33
7.86,34.239000000000004,1.04
6.5,34.38,
13.93,33.59,
9.23,34.53,
21.58,33.86,5.22
19.5,33.84,5.23
10.02,33.635,3.83
17.48,33.022,5.64
4.14,34.45,
22.67,34.51,
12.68,32.773,5.3
16.27,34.32,
9.5,33.853,3.31
13.19,33.407,6.02
7.15,34.068000000000005,1.92
10.78,33.257,4.55
17.84,33.606,6.33
8.97,34.56,0.26
12.35,33.594,4.91
9.8,33.975,2.44
8.3,34.13,1.73
9.18,34.069,2.13
10.35,34.36,
7.29,34.05,2.29
6.27,34.22,
13.4,33.523,5.93
17.04,35.09,3.48
10.12,33.16,5.03
6.43,34.034,1.93
8.41,34.21,
5.62,34.162,0.69
16.964000000000002,33.4383,
14.2,33.253,5.94
9.01,,0.36
10.3,33.122,5.24
22.25,33.815,4.99
10.46,33.553000000000004,4.13
4.24,34.501,0.51
5.62,34.285,0.33
12.81,33.51,4.95
10.4,33.736999999999995,3.3
7.15,34.429,0.27
14.37,32.858000000000004,5.97
6.77,34.275,0.5
11.07,33.625,4.65
10.68,33.54,4.71
18.74,34.369,5.45
19.44,34.376999999999995,5.14
11.08,33.63,4.31
14.17,33.25,6.11
5.54,34.167,0.61
11.88,33.51,4.36
9.89,34.122,2.07
7.89,34.02,2.73
10.18,,3.28
7.92,34.071,2.44
11.34,33.392,5.2
5.98,34.263000000000005,0.41
1.52,34.685,3.19
6.72,34.3,0.38
7.48,34.132,1.52
9.2,33.764,2.62
13.64,33.4,6.71
11.65,33.299,5.2
8.6,34.24,
6.65,,0.93
9.49,33.979,2.65
11.06,,5.27
13.3,33.378,5.56
10.46,33.412,4.43
11.42,33.76,1.53
9.28,33.981,2.34
16.88,33.674,5.58
12.33,33.46,5.04
18.39,34.092,5.32
7.04,34.52,0.18
17.94,33.699,6.17
11.41,33.62,4.27
17.8,33.619,5.74
14.2,33.59,5.55
6.2,,
7.004,34.1621,0.908
7.68,34.096,2.01
14.213,33.3321,5.783
10.24,33.62,4.15
6.27,34.311,0.37
4.52,34.42,0.37
9.81,33.962,2.65
9.48,33.907,2.59
6.75,34.34,
11.9,33.4,5.28
10.15,33.301,4.53
12.05,33.41,
7.79,34.01,3.09
5.9,34.135,0.78
4.74,34.57,0.39
9.64,33.847,
6.51,34.101,1.35
14.37,33.367,5.72
16.28,33.638000000000005,5.82
3.53,34.497,
11.0,33.592,4.17
11.87,32.928000000000004,
11.1,33.538000000000004,5.35
13.5,32.779,6.31
12.71,34.81,
7.23,34.215,1.04
10.66,33.673,4.4
15.88,32.923,5.89
10.0,33.816,3.09
6.23,34.034,1.72
4.34,34.34,0.5
7.75,34.1992,0.965
12.79,33.77,4.48
15.38,33.65,6.53
20.59,33.526,
13.63,33.224000000000004,5.49
13.98,33.582,
8.11,34.006,2.71
7.23,34.13,
14.108,33.4872,6.023
18.66,33.569,5.77
7.33,34.032,2.24
8.845,33.845,3.153
7.71,34.51,0.25
5.93,34.292,0.34
8.53,33.8,3.19
14.81,33.654,
14.99,33.58,4.38
14.438,33.269,5.992000000000001
6.31,34.173,0.77
7.8,34.138000000000005,1.7
12.36,33.57,4.56
8.26,34.531,0.16
7.65,34.027,2.66
6.67,34.284,0.57
5.93,33.983000000000004,2.29
5.82,34.06,1.34
7.44,34.31,
9.66,33.73,3.77
10.567,33.572,4.327
7.24,34.291,0.58
13.88,34.67,0.74
4.98,34.325,0.51
10.98,33.22,4.97
10.44,33.95,2.65
5.25,34.447,0.27
10.59,34.731,0.1
6.81,34.462,
8.42,34.011,
14.41,33.301,5.94
21.51,34.543,5.0
5.1,34.393,0.07
13.94,33.522,5.68
13.94,33.1072,6.013999999999999
5.06,34.413000000000004,0.33
8.86,33.942,2.72
22.52,34.61,4.21
15.06,33.44,5.77
12.46,33.337,5.82
16.6,33.185,5.75
13.49,33.486,
8.59,33.772,4.45
8.85,34.06,
7.64,34.52,0.1
8.42,34.173,1.35
8.1,34.007,2.92
13.69,32.982,6.08
7.26,34.274,0.58
4.33,34.13,0.68
13.32,33.504,6.42
15.62,33.48,5.53
4.99,34.294000000000004,0.25
7.05,34.311,0.6
5.22,34.379,0.27
8.93,33.813,3.51
7.92,34.103,1.59
9.6,34.001,2.74
10.03,34.51,0.58
6.38,34.256,0.5
7.16,34.272,
13.572,33.5196,6.465
8.57,34.08,1.86
9.41,33.693000000000005,
8.32,34.07,
17.26,33.654,5.44
8.72,33.96,2.94
26.25,35.07,4.75
6.77,34.34,0.31
16.89,33.66,7.34
12.1,33.433,5.39
6.16,34.124,1.48
8.727,33.8901,3.572
8.83,34.18,
9.44,33.898,
5.688,34.235,
12.27,33.5,4.96
7.36,34.214,1.05
8.97,34.092,2.2
14.75,33.326,5.89
13.01,,6.18
13.937,33.2054,5.439
18.98,34.125,5.34
9.42,33.804,3.31
8.7,34.31,1.04
10.32,33.45,5.81
10.57,33.29,
7.6,34.09,
6.14,33.98,2.35
12.957,33.2255,5.2410000000000005
12.06,33.673,3.94
8.681000000000001,33.9839,2.51
7.75,34.009,2.75
18.78,33.365,5.41
6.334,34.3096,0.3289999999999999
8.28,34.18,1.45
9.29,33.75,3.32
13.57,33.34,
13.48,33.42,7.08
8.15,34.072,2.52
9.0,33.96,2.52
7.07,34.446,0.18
11.81,32.84,6.09
16.2,33.77,5.19
4.26,34.46,
11.0,33.69,3.5
10.188,33.415,4.827
5.54,34.36,
15.78,33.551,5.42
5.9,,0.33
14.12,33.565,5.32
11.0,33.42,4.72
14.55,33.76,4.39
5.66,,
9.01,34.058,1.98
14.97,33.65,
15.82,33.68,5.57
13.87,33.303000000000004,6.19
7.85,34.43,0.43
8.97,34.02,2.09
15.15,33.489000000000004,5.8
12.9,33.24,
11.16,33.507,4.96
10.84,34.61,0.54
6.723,34.2305,0.599
14.94,33.295,6.0
3.49,,0.72
5.51,34.253,0.6
7.12,34.094,1.55
12.11,32.95,
13.71,34.97,1.28
8.86,33.977,2.94
7.73,34.373000000000005,0.43
6.89,34.087,2.0
8.57,33.888000000000005,3.22
8.71,34.083,2.12
7.82,34.276,0.87
11.5,33.572,4.53
12.76,33.54,5.98
15.51,33.495,6.03
14.4,33.282,6.11
10.12,33.756,3.36
8.571,34.086,1.482
7.91,34.072,1.89
15.82,32.997,5.67
8.67,33.894,3.4
